version,filename,fold,label,label_number,subject,token_count,path
lemm_stop,3-1msg1.txt,1,ham,0,re : 2 . 882 s - > np np,80,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-1msg1.txt
lemm_stop,3-1msg2.txt,1,ham,0,s - > np + np,46,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-1msg2.txt
lemm_stop,3-1msg3.txt,1,ham,0,2 . 882 s - > np np,15,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-1msg3.txt
lemm_stop,3-375msg1.txt,1,ham,0,gent conference,632,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-375msg1.txt
lemm_stop,3-378msg1.txt,1,ham,0,query : causative korean,22,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-378msg1.txt
lemm_stop,3-378msg2.txt,1,ham,0,l2 learn / cultural empathy,87,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-378msg2.txt
lemm_stop,3-378msg3.txt,1,ham,0,psycholinguistic teach,30,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-378msg3.txt
lemm_stop,3-378msg4.txt,1,ham,0,german corpora,15,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-378msg4.txt
lemm_stop,3-378msg5.txt,1,ham,0,t,40,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-378msg5.txt
lemm_stop,3-379msg1.txt,1,ham,0,job - university utah,74,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-379msg1.txt
lemm_stop,3-379msg2.txt,1,ham,0,job : montreal,188,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-379msg2.txt
lemm_stop,3-379msg3.txt,1,ham,0,lectureship linguistic,111,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-379msg3.txt
lemm_stop,3-380msg1.txt,1,ham,0,negative concord,36,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg1.txt
lemm_stop,3-380msg2.txt,1,ham,0,,30,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg2.txt
lemm_stop,3-380msg3.txt,1,ham,0,query : email address,19,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg3.txt
lemm_stop,3-380msg4.txt,1,ham,0,posting,31,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg4.txt
lemm_stop,3-380msg5.txt,1,ham,0,query icelandic,60,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg5.txt
lemm_stop,3-380msg6.txt,1,ham,0,search,34,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg6.txt
lemm_stop,3-380msg7.txt,1,ham,0,"re : 3 . 378 korean , l2 , psycholinguistic , german",59,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-380msg7.txt
lemm_stop,3-383msg0.txt,1,ham,0,"re : 3 . 370 query : computer resource , dialect map",51,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-383msg0.txt
lemm_stop,3-383msg1.txt,1,ham,0,language power bibliography - - announcement,79,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-383msg1.txt
lemm_stop,3-384msg0.txt,1,ham,0,re : 3 . 376 help re : iaupe,45,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-384msg0.txt
lemm_stop,3-384msg1.txt,1,ham,0,next,22,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-384msg1.txt
lemm_stop,3-384msg2.txt,1,ham,0,query english interrogative,41,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-384msg2.txt
lemm_stop,3-384msg3.txt,1,ham,0,query spanish bind,76,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-384msg3.txt
lemm_stop,3-385msg1.txt,1,ham,0,proofread medieval e - text,361,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-385msg1.txt
lemm_stop,3-385msg2.txt,1,ham,0,learn french quebec city,97,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-385msg2.txt
lemm_stop,3-385msg3.txt,1,ham,0,human subject,193,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-385msg3.txt
lemm_stop,3-387msg0.txt,1,ham,0,rule,337,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-387msg0.txt
lemm_stop,3-387msg1.txt,1,ham,0,tone grammar summary,66,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-387msg1.txt
lemm_stop,3-387msg2.txt,1,ham,0,tone grammar,53,C:\Users\the50\Downloads\lingspam_public\lingspam_public\lemm_stop\part1\3-387msg2.txt
