version,filename,fold,label,label_number,subject,token_count,path
bare,3-1msg1.txt,1,ham,0,re : 2 . 882 s - > np np,164,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-1msg1.txt
bare,3-1msg2.txt,1,ham,0,s - > np + np,70,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-1msg2.txt
bare,3-1msg3.txt,1,ham,0,2 . 882 s - > np np,24,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-1msg3.txt
bare,3-375msg1.txt,1,ham,0,gent conference,1014,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-375msg1.txt
bare,3-378msg1.txt,1,ham,0,query : causatives in korean,34,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-378msg1.txt
bare,3-378msg2.txt,1,ham,0,l2 learning / cultural empathy,166,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-378msg2.txt
bare,3-378msg3.txt,1,ham,0,psycholinguistics teaching,60,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-378msg3.txt
bare,3-378msg4.txt,1,ham,0,german corpora,23,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-378msg4.txt
bare,3-378msg5.txt,1,ham,0,t,84,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-378msg5.txt
bare,3-379msg1.txt,1,ham,0,job - university of utah,110,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-379msg1.txt
bare,3-379msg2.txt,1,ham,0,job : montreal,197,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-379msg2.txt
bare,3-379msg3.txt,1,ham,0,lectureship in linguistics,168,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-379msg3.txt
bare,3-380msg1.txt,1,ham,0,negative concord,71,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg1.txt
bare,3-380msg2.txt,1,ham,0,,54,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg2.txt
bare,3-380msg3.txt,1,ham,0,query : email addresses,24,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg3.txt
bare,3-380msg4.txt,1,ham,0,postings,52,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg4.txt
bare,3-380msg5.txt,1,ham,0,query on icelandic,112,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg5.txt
bare,3-380msg6.txt,1,ham,0,search,58,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg6.txt
bare,3-380msg7.txt,1,ham,0,"re : 3 . 378 korean , l2 , psycholinguistics , german",111,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-380msg7.txt
bare,3-383msg0.txt,1,ham,0,"re : 3 . 370 queries : computer resources , dialect maps",81,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-383msg0.txt
bare,3-383msg1.txt,1,ham,0,language and power bibliography - - announcement,158,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-383msg1.txt
bare,3-384msg0.txt,1,ham,0,re : 3 . 376 help re : iaupe,45,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-384msg0.txt
bare,3-384msg1.txt,1,ham,0,next,54,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-384msg1.txt
bare,3-384msg2.txt,1,ham,0,query about english interrogatives,69,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-384msg2.txt
bare,3-384msg3.txt,1,ham,0,query on spanish and binding,149,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-384msg3.txt
bare,3-385msg1.txt,1,ham,0,proofread medieval e - texts,462,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-385msg1.txt
bare,3-385msg2.txt,1,ham,0,learn french in quebec city,106,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-385msg2.txt
bare,3-385msg3.txt,1,ham,0,more on human subjects,363,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-385msg3.txt
bare,3-387msg0.txt,1,ham,0,on rules,617,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-387msg0.txt
bare,3-387msg1.txt,1,ham,0,tone grammar summary,99,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-387msg1.txt
bare,3-387msg2.txt,1,ham,0,tone grammar,106,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-387msg2.txt
bare,3-388msg1.txt,1,ham,0,summ of dialect bible translations,300,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-388msg1.txt
bare,3-389msg1.txt,1,ham,0,precoling 92 : symposium on computational semantics,180,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-389msg1.txt
bare,3-390msg0.txt,1,ham,0,re : 3 . 375 gent conference,61,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg0.txt
bare,3-390msg1.txt,1,ham,0,"query about raising of / aw / and / ay / alias "" canadian raising """,82,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg1.txt
bare,3-390msg2.txt,1,ham,0,base generated adjuncts,88,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg2.txt
bare,3-390msg3.txt,1,ham,0,basic journals,97,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg3.txt
bare,3-390msg4.txt,1,ham,0,query : tagalog and other philippine informants,30,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg4.txt
bare,3-390msg5.txt,1,ham,0,ancient vocal tract simulation,203,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-390msg5.txt
bare,3-391msg1.txt,1,ham,0,"re : 3 . 386 chomsky , mac concordance",206,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-391msg1.txt
bare,3-392msg0.txt,1,ham,0,escol 92 call for papers,185,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-392msg0.txt
bare,3-392msg1.txt,1,ham,0,humor and communication : call for papers,645,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-392msg1.txt
bare,3-395msg1.txt,1,ham,0,"re : 3 . 387 rules , tone grammar",209,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-395msg1.txt
bare,3-395msg2.txt,1,ham,0,rules,341,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-395msg2.txt
bare,3-397msg1.txt,1,ham,0,iscll3,510,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-397msg1.txt
bare,3-398msg1.txt,1,ham,0,4th nottingham international systemic workshop,261,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-398msg1.txt
bare,3-401msg1.txt,1,ham,0,salk insitute job,152,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-401msg1.txt
bare,3-402msg1.txt,1,ham,0,who speaks languages ?,111,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-402msg1.txt
bare,3-402msg2.txt,1,ham,0,syntax query,137,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-402msg2.txt
bare,3-402msg3.txt,1,ham,0,syntax textbooks,74,C:\Users\the50\Downloads\lingspam_public\lingspam_public\bare\part1\3-402msg3.txt
